id,ibs_fetch__pp,dummy_HG
"all;libG4processes.so;[;0x000000000037e2e0",2723680,g4run
"all;libG4processes.so;[;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::initialize",5164356,g4run
"all;libG4processes.so;[;0x00007fcfa8259c7b",0,g4run
"all;libG4processes.so;[;G4EMDataSet::G4EMDataSet@plt",375274,g4run
"all;libG4processes.so;[;0x000000000037e2a0",8734210,g4run
"all;libG4processes.so;[;0x00007fcfa7d956ca",0,g4run
"all;libG4processes.so;[;G4ChipsKaonMinusElasticXS::GetPTables@plt",495088,g4run
"all;libG4processes.so;[;G4UrbanMscModel::ComputeGeomPathLength",881259,g4run
"all;libG4processes.so;[;G4FissionLevelDensityParameterINCLXX::G4FissionLevelDensityParameterINCLXX@plt",376800,g4run
"all;libG4processes.so;[;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_hint_unique_pos",2218854,g4run
"all;libG4processes.so;[;0x00007fcfa7e1cb4d",0,g4run
"all;libG4processes.so;[;0x00007fcfa7ddfe5c",0,g4run
"all;libG4processes.so;[;0x00007fcfa7d956cd",0,g4run
"all;libG4processes.so;[;G4MuPairProductionModel::~G4MuPairProductionModel@plt",157162,g4run
"all;libG4processes.so;[;ptwXY_setXYData@plt",187112,g4run
"all;libG4processes.so;[;G4QMDMeanField::Cal2BodyQuantities@plt",794985,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getMultiplicity",5832985,g4run
"all;libG4processes.so;[;std::__find_if<__gnu_cxx::__normal_iterator<G4VSplitableHadron**, std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> > >, __gnu_cxx::__ops::_Iter_equals_val<G4VSplitableHadron* const> >",0,g4run
"all;libG4processes.so;[;G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::printXsec",207125,g4run
"all;libG4processes.so;[;G4GoudsmitSaundersonMscModel::G4GoudsmitSaundersonMscModel",2835039,g4run
"all;libG4processes.so;[;0x00007fcfa7e0c30a",0,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetMieVerboseLevel",0,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4MolecularConfiguration const*, std::pair<G4MolecularConfiguration const* const, std::vector<G4MolecularDissociationChannel const*, std::allocator<G4MolecularDissociationChannel const*> > >, std::_Select1st<std::pair<G4MolecularConfiguration const* const, std::vector<G4MolecularDissociationChannel const*, std::allocator<G4MolecularDissociationChannel const*> > > >, std::less<G4MolecularConfiguration const*>, std::allocator<std::pair<G4MolecularConfiguration const* const, std::vector<G4MolecularDissociationChannel const*, std::allocator<G4MolecularDissociationChannel const*> > > > >::_M_get_insert_unique_pos@plt",204376,g4run
"all;libG4processes.so;[;G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print",0,g4run
"all;libG4processes.so;[;G4CrossSectionDataStore::GetIsoCrossSection",8525328,g4run
"all;libG4processes.so;[;G4INCL::NNToNLK2piChannel::operator delete@plt",11267423,g4run
"all;libG4processes.so;[;0x00007fcfa82e2f9e",0,g4run
"all;libG4processes.so;[;G4ForwardXrayTR::EnergyInterval@plt",23198933,g4run
"all;libG4processes.so;[;G4MesonAbsorption::GetCollisions",0,g4run
"all;libG4processes.so;[;0x000000000037e250",19705564,g4run
"all;libG4processes.so;[;0x00007fcfa7c790a4",0,g4run
"all;libG4processes.so;[;G4LossTableManager::PreparePhysicsTable@plt",209265,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetVerboseLevel",14115257,g4run
"all;libG4processes.so;[;0x00007fcfa7c018db",0,g4run
"all;libG4processes.so;[;PoP_copyParticle@plt",187860,g4run
"all;libG4processes.so;[;G4DNAMolecularMaterial::GetNumMolPerVolTableFor@plt",195666,g4run
"all;libG4processes.so;[;G4INCL::NNOmegaToMultiPionsChannel::pp_pnPipPi0@plt",536077,g4run
"all;libG4processes.so;[;G4ExcitationHandler::BreakItUp",30822332,g4run
"all;libG4processes.so;[;0x00007fcfa7bfbc3c",0,g4run
"all;libG4processes.so;[;G4KineticTrackVector::Boost",181049,g4run
"all;libG4processes.so;[;G4CascadeFinalStateAlgorithm::BetaKopylov",573897,g4run
"all;libG4processes.so;[;G4INCL::NNOmegaToMultiPionsChannel::pp_ppPipPimPi0@plt",729027,g4run
"all;libG4processes.so;[;G4CacheReference<G4NuclearPolarizationStore*>::Destroy",1266740531,g4run
"all;libG4processes.so;[;std::vector<G4LossTableManager*, std::allocator<G4LossTableManager*> >::_M_fill_insert",842644978,g4run
"all;libG4processes.so;[;0x00007fcfa7bf6dba",0,g4run
"all;libG4processes.so;[;0x00007fcfa7c790a9",0,g4run
"all;libG4processes.so;[;std::vector<G4ExcitedString*, std::allocator<G4ExcitedString*> >::_M_realloc_insert<G4ExcitedString* const&>",159760,g4run
"all;libG4processes.so;[;G4LossTableManager::EmSaturation",189401,g4run
"all;libG4processes.so;[;0x000000000037f8c0",1261108,g4run
"all;libG4processes.so;[;0x00007fcfa7c1827f",0,g4run
"all;libG4processes.so;[;G4INCL::NNToMultiPionsChannel::pn_pnPipPi0Pi0Pim@plt",0,g4run
"all;libG4processes.so;[;0x000000000037ec70",5442035,g4run
"all;libG4processes.so;[;0x00007fcfa7bfc5bd",0,g4run
"all;libG4processes.so;[;0x00000000008b6f7d",180777,g4run
"all;libG4processes.so;[;G4BinaryCascade::FillVoidNucleusProducts",0,g4run
"all;libG4processes.so;[;G4INCL::Particle::getTotalBias@plt",978741,g4run
"all;libG4processes.so;[;G4MuonMinusBoundDecay::GetMuonZeff",0,g4run
"all;libG4processes.so;[;G4InitXscPAI::ImPartDielectricConst@plt",194818,g4run
"all;libG4processes.so;[;G4TypeMutex<G4Cache<CLHEP::HepLorentzVector*> >",427830,g4run
"all;libG4processes.so;[;G4F19GEMProbability::G4F19GEMProbability",49522202,g4run
"all;libG4processes.so;[;G4BinaryCascade::ProductsAddPrecompound",0,g4run
"all;libG4processes.so;[;G4BinaryLightIonReaction::ApplyYourself",494809,g4run
"all;libG4processes.so;[;std::map<G4String, std::map<double, std::map<double, std::map<double, double, std::less<double>, std::allocator<std::pair<double const, double> > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, double, std::less<double>, std::allocator<std::pair<double const, double> > > > > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, std::map<double, double, std::less<double>, std::allocator<std::pair<double const, double> > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, double, std::less<double>, std::allocator<std::pair<double const, double> > > > > > > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::map<double, std::map<double, std::map<double, double, std::less<double>, std::allocator<std::pair<double const, double> > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, double, std::less<double>, std::allocator<std::pair<double const, double> > > > > >, std::less<double>, std::a",572574,g4run
"all;libG4processes.so;[;std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt",0,g4run
"all;libG4processes.so;[;G4FTFParamCollMesonProj::G4FTFParamCollMesonProj",0,g4run
"all;libG4processes.so;[;G4CascadeDeexciteBase::setVerboseLevel@plt",174542,g4run
"all;libG4processes.so;[;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_stringbuf@plt",1397119,g4run
"all;libG4processes.so;[;G4ParticleHPFissionBaseFS::G4ParticleHPFissionBaseFS@plt",1283195,g4run
"all;libG4processes.so;[;G4PAIxSection::GetStepEnergyLoss",5126409,g4run
"all;libG4processes.so;[;G4MuonMinusAtomicCapture::IsApplicable",0,g4run
"all;libG4processes.so;[;0x00007fcfa7c79d45",0,g4run
"all;libG4processes.so;[;G4VTransitionRadiation::GetMeanFreePath",149077,g4run
"all;libG4processes.so;[;0x000000000037f2a0",838665,g4run
"all;libG4processes.so;[;G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution",72871016,g4run
"all;libG4processes.so;[;0x00000000003806c0",160478,g4run
"all;libG4processes.so;[;G4NucleiModel::fillZoneRadii",0,g4run
"all;libG4processes.so;[;0x000000000037bfd0",6887728,g4run
"all;libG4processes.so;[;G4SBBremTable::LoadSamplingTables",27559283,g4run
"all;libG4processes.so;[;0x00007fcfa832aefd",0,g4run
"all;libG4processes.so;[;0x00007fcfa7c79d49",0,g4run
"all;libG4processes.so;[;G4DiffractiveExcitation::CreateStrings",0,g4run
"all;libG4processes.so;[;epsilon@plt",1828518,g4run
"all;libG4processes.so;[;0x00007fcfa82dbf2b",0,g4run
"all;libG4processes.so;[;0x00007fcfa7ded7f5",0,g4run
"all;libG4processes.so;[;G4ElNucleusSFcs::GetRatio@plt",182452,g4run
"all;libG4processes.so;[;G4UrbanMscModel::ComputeTheta0",1112727,g4run
"all;libG4processes.so;[;0x00007fcfa82dbf2d",0,g4run
"all;libG4processes.so;[;0x00007fcfa7dd03cd",0,g4run
"all;libG4processes.so;[;0x00007fcfa77413b0",0,g4run
"all;libG4processes.so;[;G4SauterGavrilaAngularDistribution::~G4SauterGavrilaAngularDistribution",162272,g4run
"all;libG4processes.so;[;std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>",741613,g4run
"all;libG4processes.so;[;G4VEMDataSet::~G4VEMDataSet@plt",185518,g4run
"all;libG4processes.so;[;0x000000000037c600",205226,g4run
"all;libG4processes.so;[;0x00007fcfa7bf792a",0,g4run
"all;libG4processes.so;[;G4LivermoreBremsstrahlungModel::DirectoryPath",166554,g4run
"all;libG4processes.so;[;G4EmBiasingManager::ApplyDirectionalSplitting@plt",708315,g4run
"all;libG4processes.so;[;G4INCL::Nucleus::emitInsideKaon@plt",214116,g4run
"all;libG4processes.so;[;G4Pow::powA",2328562049,g4run
"all;libG4processes.so;[;G4RKPropagation::GetSphereIntersectionTimes",30667405,g4run
"all;libG4processes.so;[;G4FPYNormalFragmentDist::GetFissionProduct",185710,g4run
"all;libG4processes.so;[;0x000000000037ff80",199354,g4run
"all;libG4processes.so;[;G4FTFModel::Init",2734040,g4run
"all;libG4processes.so;[;0x0000000000380630",4299345,g4run
"all;libG4processes.so;[;G4WilsonAblationModel::BreakItUp",160922,g4run
"all;libG4processes.so;[;G4CrossSectionDataStore::GetCrossSection@plt",220235,g4run
"all;libG4processes.so;[;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::_M_fill_insert",181744161,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4String, std::pair<G4String const, std::map<double, std::vector<double, std::allocator<double> >, std::less<double>, std::allocator<std::pair<double const, std::vector<double, std::allocator<double> > > > >*>, std::_Select1st<std::pair<G4String const, std::map<double, std::vector<double, std::allocator<double> >, std::less<double>, std::allocator<std::pair<double const, std::vector<double, std::allocator<double> > > > >*> >, std::less<G4String>, std::allocator<std::pair<G4String const, std::map<double, std::vector<double, std::allocator<double> >, std::less<double>, std::allocator<std::pair<double const, std::vector<double, std::allocator<double> > > > >*> > >::find@plt",188452,g4run
"all;libG4processes.so;[;G4PenelopeGammaConversionModel::~G4PenelopeGammaConversionModel@plt",191393,g4run
"all;libG4processes.so;[;G4NuclWatcher::G4NuclWatcher",213556,g4run
"all;libG4processes.so;[;G4CollisionOutput::setOnShell",396534,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetAngleXTR",6989187,g4run
"all;libG4processes.so;[;G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt",14290877,g4run
"all;libG4processes.so;[;G4PhysicsTable::G4PhysicsTable@plt",174415,g4run
"all;libG4processes.so;[;G4INCL::InteractionAvatar::ViolationEMomentumFunctor::ViolationEMomentumFunctor@plt",192731,g4run
"all;libG4processes.so;[;0x00007fcfa773e9a0",0,g4run
"all;libG4processes.so;[;G4ThreadLocalSingleton<G4HadronicInteractionRegistry>::Clear@plt",191835,g4run
"all;libG4processes.so;[;G4QuasiElRatios::G4QuasiElRatios@plt",330024,g4run
"all;libG4processes.so;[;G4RKPropagation::~G4RKPropagation",9639289,g4run
"all;libG4processes.so;[;G4NIELCalculator::ComputeNIEL",20729996,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::G4SeltzerBergerModel",12498621,g4run
"all;libG4processes.so;[;G4MultiBodyMomentumDist::G4MultiBodyMomentumDist",21368085,g4run
"all;libG4processes.so;[;0x00000000008b60a9",169384,g4run
"all;libG4processes.so;[;std::vector<lend_target, std::allocator<lend_target> >::_M_realloc_insert<lend_target const&>@plt",3507397,g4run
"all;libG4processes.so;[;G4ChipsKaonMinusElasticXS::GetQ2max",14673920,g4run
"all;libG4processes.so;[;0x000000000037ca80",178676,g4run
"all;libG4processes.so;[;G4CollisionNNToNDelta1910::G4CollisionNNToNDelta1910@plt",219566,g4run
"all;libG4processes.so;[;G4INCL::ParticleTable::getRPCorrelationCoefficient@plt",200081,g4run
"all;libG4processes.so;[;G4PAIxSection::Initialize",30462186,g4run
"all;libG4processes.so;[;G4ANuElNucleusCcModel::~G4ANuElNucleusCcModel@plt",1013802,g4run
"all;libG4processes.so;[;0x00007fcfa7dc4fce",0,g4run
"all;libG4processes.so;[;GIDI_settings_flux_order::initialize@plt",175767,g4run
"all;libG4processes.so;[;ptwXY_length@plt",177348,g4run
"all;libG4processes.so;[;0x000000000037d0f0",793379,g4run
"all;libG4processes.so;[;G4GIDI_target::getOthersFinalState@plt",1907341,g4run
"all;libG4processes.so;[;G4eBremParametrizedModel::ComputeXSectionPerAtom",24703752,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetXSFactorHadronElastic",9721776,g4run
"all;libG4processes.so;[;0x00007fcfa7c00846",0,g4run
"all;libG4processes.so;[;G4FissionProductYieldDist::SampleAlphaEnergies@plt",162402,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::~G4CascadeFunctions",207315,g4run
"all;libG4processes.so;[;G4GeneralPhaseSpaceDecay::DecayIt@plt",643057,g4run
"all;libG4processes.so;[;G4QGSMFragmentation::SetFFq2qq@plt",701581,g4run
"all;libG4processes.so;[;G4NucleiModel::getFermiKinetic",11062154,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::G4ScreeningMottCrossSection",14723066,g4run
"all;libG4processes.so;[;std::vector<std::pair<double, double>*, std::allocator<std::pair<double, double>*> >::_M_realloc_insert<std::pair<double, double>* const&>@plt",181110,g4run
"all;libG4processes.so;[;G4CascadeParamMessenger::SetNewValue",29382956,g4run
"all;libG4processes.so;[;G4AdjointCSManager::GetPostStepWeightCorrection@plt",338635,g4run
"all;libG4processes.so;[;G4VEmProcess::GetCurrentLambda",3543564,g4run
"all;libG4processes.so;[;G4NeutrinoElectronNcModel::~G4NeutrinoElectronNcModel@plt",147008,g4run
"all;libG4processes.so;[;G4PEEffectFluoModel::Initialise",8260866,g4run
"all;libG4processes.so;[;G4PairProductionRelModel::ComputeRelDXSectionPerAtom",313505186,g4run
"all;libG4processes.so;[;0x00007fcfa773e330",0,g4run
"all;libG4processes.so;[;G4VRestContinuousProcess::~G4VRestContinuousProcess@plt",18148285,g4run
"all;libG4processes.so;[;0x00007fcfa7d22a59",0,g4run
"all;libG4processes.so;[;G4O16GEMProbability::G4O16GEMProbability",9268740,g4run
"all;libG4processes.so;[;G4INCL::AllocationPool<G4INCL::NNToMissingStrangenessChannel>::getObject@plt",22729879,g4run
"all;libG4processes.so;[;0x00007fcfa7c79d4b",0,g4run
"all;libG4processes.so;[;0x00007fcfa7c79d0a",0,g4run
"all;libG4processes.so;[;G4ParticleHPInelasticBaseFS::BaseApply@plt",171109,g4run
"all;libG4processes.so;[;G4QMDCollision::G4QMDCollision@plt",199447,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetRandomAngle",1472128,g4run
"all;libG4processes.so;[;G4RadioactiveDecay::GetMeanFreePath",4645941,g4run
"all;libG4processes.so;[;G4StatMFFragment::GetInvLevelDensity@plt",193412,g4run
"all;libG4processes.so;[;G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::~G4CascadeData",755509,g4run
"all;libG4processes.so;[;G4CascadeData<30, 1, 6, 16, 29, 42, 54, 41, 47>::print",10392437,g4run
"all;libG4processes.so;[;G4HadronXSDataTable::Initialise",232809106,g4run
"all;libG4processes.so;[;0x00007fcfa7c79d4e",0,g4run
"all;libG4processes.so;[;G4BinaryCascade::G4BinaryCascade",184299,g4run
"all;libG4processes.so;[;std::vector<std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> >*> >::_M_fill_insert@plt",17215183,g4run
"all;libG4processes.so;[;0x00007fcfa7c79d0e",0,g4run
"all;libG4processes.so;[;0x00007fcfa7742090",0,g4run
"all;libG4processes.so;[;G4PAIxSection::SumOverInterval@plt",146539,g4run
"all;libG4processes.so;[;G4NucleiModel::generateNucleon",1870685,g4run
"all;libG4processes.so;[;G4EmBiasingManager::ApplySplitting",189217,g4run
"all;libG4processes.so;[;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom",132933962,g4run
"all;libG4processes.so;[;G4NeutronInelasticXS::Initialise",407603263,g4run
"all;libG4processes.so;[;0x00007fcfa7ded7fc",0,g4run
"all;libG4processes.so;[;G4QuasiElRatios::CalcQF2IN_Ratio@plt",384291,g4run
"all;libG4processes.so;[;G4PolynomialPDF::G4PolynomialPDF@plt",208995,g4run
"all;libG4processes.so;[;G4ChipsAntiBaryonElasticXS::CalculateCrossSection@plt",3402489,g4run
"all;libG4processes.so;[;0x0000000000f1ffb6",3582351,g4run
"all;libG4processes.so;[;G4ParallelWorldScoringProcess::AlongStepGetPhysicalInteractionLength",465690532,g4run
"all;libG4processes.so;[;0x000000000037da40",169491,g4run
"all;libG4processes.so;[;G4MuonicAtomDecay::FillResult",737116,g4run
"all;libG4processes.so;[;0x00007fcfa773ea40",0,g4run
"all;libG4processes.so;[;0x000000000037da00",167373,g4run
"all;libG4processes.so;[;G4ChipsProtonInelasticXS::G4ChipsProtonInelasticXS@plt",603496,g4run
"all;libG4processes.so;[;G4NonEquilibriumEvaporator::getMatrixElement",572929,g4run
"all;libG4processes.so;[;G4BOptnCloning::~G4BOptnCloning@plt",121547423,g4run
"all;libG4processes.so;[;G4LossTableManager::ElectronIonPair",342329,g4run
"all;libG4processes.so;[;G4EmCalculator::FindLambdaTable@plt",1652239,g4run
"all;libG4processes.so;[;G4ChipsProtonElasticXS::GetHMaxT",350435,g4run
"all;libG4processes.so;[;G4AtimaEnergyLossModel::sezi_dedx_e@plt",141897,g4run
"all;libG4processes.so;[;0x00007fcfa7ca5f71",0,g4run
"all;libG4processes.so;[;G4RayleighAngularGenerator::G4RayleighAngularGenerator@plt",253697,g4run
"all;libG4processes.so;[;G4ChipsKaonMinusInelasticXS::~G4ChipsKaonMinusInelasticXS@plt",1696590,g4run
"all;libG4processes.so;[;G4FissionProductYieldDist::MakeIsotopeName",0,g4run
"all;libG4processes.so;[;G4TypeMutex<G4CrossSectionFactoryRegistry>",991639,g4run
"all;libG4processes.so;[;G4INCL::CascadeAction::beforeAvatarAction@plt",10208113,g4run
"all;libG4processes.so;[;G4IntraNucleiCascader::decayTrappedParticle",16899681,g4run
"all;libG4processes.so;[;G4StatMFMacroNucleon::CalcEntropy",1398042,g4run
"all;libG4processes.so;[;G4mplIonisation::~G4mplIonisation@plt",4502660,g4run
"all;libG4processes.so;[;G4CascadeSampler<31, 6>::findFinalStateIndex",0,g4run
"all;libG4processes.so;[;std::vector<G4MultiBodyMomentumDist*, std::allocator<G4MultiBodyMomentumDist*> >::_M_fill_insert",186016,g4run
"all;libG4processes.so;[;0x00007fcfa7d30bd9",0,g4run
"all;libG4processes.so;[;0x00007fcfa7ca5f78",0,g4run
"all;libG4processes.so;[;0x00007fcfa7743630",0,g4run
"all;libG4processes.so;[;G4ChipsPionPlusElasticXS::G4ChipsPionPlusElasticXS",0,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum",1474030,g4run
"all;libG4processes.so;[;G4RKPropagation::delete_FieldsAndMap",31733839,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable",35291717,g4run
"all;libG4processes.so;[;G4PhotoNuclearCrossSection::GetFunctions@plt",186181,g4run
"all;libG4processes.so;[;G4LossTableManager::EmConfigurator",336534,g4run
"all;libG4processes.so;[;G4LegendrePolynomial::BuildUpToOrder",542338,g4run
"all;libG4processes.so;[;G4LorentzConvertor::setTarget",3966536,g4run
"all;libG4processes.so;[;G4CascadeDeexciteBase::~G4CascadeDeexciteBase",22181596,g4run
"all;libG4processes.so;[;0x00007fcfa7d95eba",0,g4run
"all;libG4processes.so;[;G4PreCompoundDeexcitation::deExcite",336340,g4run
"all;libG4processes.so;[;G4ChipsAntiBaryonInelasticXS::CalculateCrossSection@plt",566093,g4run
"all;libG4processes.so;[;xDataTOM_releaseElement@plt",1469571,g4run
"all;libG4processes.so;[;G4NucleiModel::boundaryTransition",34824395,g4run
"all;libG4processes.so;[;G4WilsonAbrasionModel::ApplyYourself",0,g4run
"all;libG4processes.so;[;G4StatMFMacroMultiplicity::CalcChemicalPotentialMu",2135834,g4run
"all;libG4processes.so;[;0x00007fcfa7c79797",0,g4run
"all;libG4processes.so;[;G4VBiasingOperator::ReportOperationApplied@plt",6066164,g4run
"all;libG4processes.so;[;G4SBBremTable::InitSamplingTables",7601036,g4run
"all;libG4processes.so;[;aElectronOccupancyAllocator@plt",379528,g4run
"all;libG4processes.so;[;0x000000000037b9a0",15136065,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::ReadData",161796769,g4run
"all;libG4processes.so;[;0x00007fcfa7cf0202",0,g4run
"all;libG4processes.so;[;G4MolecularConfiguration::SetUserID@plt",965334,g4run
"all;libG4processes.so;[;G4CascadeParamMessenger::G4CascadeParamMessenger",22203555,g4run
"all;libG4processes.so;[;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_realloc_insert<G4CascadParticle const&>@plt",986740,g4run
"all;libG4processes.so;[;0x00007fcfa7c0084a",0,g4run
"all;libG4processes.so;[;0x00007fcfa7bc49bd",0,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::printTable",0,g4run
"all;libG4processes.so;[;0x000000000037ea80",228273,g4run
"all;libG4processes.so;[;G4PhotoElectricEffect::ProcessDescription",9657387,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::~G4SeltzerBergerModel",2069482,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetCerenkovTrackSecondariesFirst",7095210,g4run
"all;libG4processes.so;[;0x000000000037ea40",7799541,g4run
"all;libG4processes.so;[;G4EmBiasingManager::ApplySecondaryBiasing@plt",13939152,g4run
"all;libG4processes.so;[;G4LivermoreBremsstrahlungModel::ReadData",103952381,g4run
"all;libG4processes.so;[;G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt",199605118,g4run
"all;libG4processes.so;[;G4ShellData::G4ShellData",0,g4run
"all;libG4processes.so;[;G4StatMFMacroMultiNucleon::CalcMeanMultiplicity",731042,g4run
"all;libG4processes.so;[;G4CollisionOutput::rotateEvent",5654122,g4run
"all;libG4processes.so;[;G4DiffuseElasticV2::InitialiseOnFly@plt",144561,g4run
"all;libG4processes.so;[;0x00007fcfa7ef945e",0,g4run
"all;libG4processes.so;[;0x00007fcfa7c0084f",0,g4run
"all;libG4processes.so;[;G4EmParameters::Auger@plt",428261,g4run
"all;libG4processes.so;[;G4CascadeRecoilMaker::collide",1226676,g4run
"all;libG4processes.so;[;G4VEmProcess::PostStepGetPhysicalInteractionLength",648462199,g4run
"all;libG4processes.so;[;0x00007fcfa7c79e67",0,g4run
"all;libG4processes.so;[;G4StatMFParameters::GetEpsilon0",389832,g4run
"all;libG4processes.so;[;0x0000000000a1cf5d",444291,g4run
"all;libG4processes.so;[;G4IonsShenCrossSection::calCeValue@plt",1021806,g4run
"all;libG4processes.so;[;0x0000000000f69b8f",8973556,g4run
"all;libG4processes.so;[;__isoc99_fscanf@plt",323281,g4run
"all;libG4processes.so;[;G4MuNeutrinoNucleusTotXsc::GetEnergyIndex@plt",345581,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_unique_pos",309368292,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::printTable",0,g4run
"all;libG4processes.so;[;std::map<int, G4ParticleDefinition*, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::~map",364057,g4run
"all;libG4processes.so;[;G4GammaNuclearXS::SelectIsotope",396778,g4run
"all;libG4processes.so;[;std::_Rb_tree<double, std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > >, std::_Select1st<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > > >::_M_get_insert_hint_unique_pos@plt",1638037,g4run
"all;libG4processes.so;[;0x000000000037f640",202647,g4run
"all;libG4processes.so;[;std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert",9221559,g4run
"all;libG4processes.so;[;G4INCL::Nucleus::emitInsidePions@plt",58846056,g4run
"all;libG4processes.so;[;G4OpticalParametersMessenger::SetNewValue",1451361621,g4run
"all;libG4processes.so;[;G4ITMultiNavigator::GetLocalExitNormal",629833044,g4run
"all;libG4processes.so;[;0x00007fcfa7f3a634",0,g4run
"all;libG4processes.so;[;G4ZeroXS::IsElementApplicable",0,g4run
"all;libG4processes.so;[;G4BinaryLightIonReaction::FuseNucleiAndPrompound",0,g4run
"all;libG4processes.so;[;0x000000000037f600",1818924,g4run
"all;libG4processes.so;[;G4MolecularDissociationTable::G4MolecularDissociationTable@plt",158442,g4run
"all;libG4processes.so;[;std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_erase",1683272,g4run
"all;libG4processes.so;[;G4MultiBodyMomentumDist::passVerbose",37173325,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::printTable",168746,g4run
"all;libG4processes.so;[;0x000000000037b330",18569227,g4run
"all;libG4processes.so;[;G4AblaVirtualData::setBeta4@plt",185977,g4run
"all;libG4processes.so;[;G4TypeMutex<G4Cache<G4PhysicsFreeVector*> >@plt",194130,g4run
"all;libG4processes.so;[;G4QMDCollision::CalKinematicsOfBinaryCollisions@plt",265658,g4run
