id,ibs_op__pp,dummy_HG
"all;libG4processes.so;[;0x0000000000a52bbd",6749585,g4run
"all;libG4processes.so;[;G4INCL::AllocationPool<G4INCL::NNToNNKKbChannel>::getObject@plt",136690619,g4run
"all;libG4processes.so;[;G4InuclNuclei::makeG4Fragment",119809884,g4run
"all;libG4processes.so;[;0x0000000000f2e13e",93670027,g4run
"all;libG4processes.so;[;0x00000000008b679e",10972174,g4run
"all;libG4processes.so;[;G4VContinuousProcess::~G4VContinuousProcess@plt",17495808,g4run
"all;libG4processes.so;[;std::ctype<char>::_M_widen_init@plt",32560967,g4run
"all;libG4processes.so;[;G4InuclParamAngDst::GetCosTheta",13380253,g4run
"all;libG4processes.so;[;0x00000000008b6baa",2456397,g4run
"all;libG4processes.so;[;G4C15GEMChannel::~G4C15GEMChannel",50909441,g4run
"all;libG4processes.so;[;G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print",54750284,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetPlateZmuProduct",2528565,g4run
"all;libG4processes.so;[;G4StatMFMacroCanonical::ChooseA",19156483,g4run
"all;libG4processes.so;[;G4ChipsKaonPlusElasticXS::GetExchangeT",545962212,g4run
"all;libG4processes.so;[;0x000000000092d5eb",863255,g4run
"all;libG4processes.so;[;G4OpticalParametersMessenger::G4OpticalParametersMessenger",3241673939,g4run
"all;libG4processes.so;[;G4CollisionNNToDeltaDelta1600::G4CollisionNNToDeltaDelta1600",1695125,g4run
"all;libG4processes.so;[;G4StatMFParameters::GetKappa",2388574,g4run
"all;libG4processes.so;[;0x0000000000add1b7",2509830,g4run
"all;libG4processes.so;[;0x0000000000f18b1a",813638,g4run
"all;libG4processes.so;[;G4InuclNuclei::operator G4Fragment",48647412,g4run
"all;libG4processes.so;[;0x000000000037b7b0",10913773,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4String, std::pair<G4String const, G4DNACrossSectionDataSet*>, std::_Select1st<std::pair<G4String const, G4DNACrossSectionDataSet*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4DNACrossSectionDataSet*> > >::find@plt",7579113,g4run
"all;libG4processes.so;[;G4CacheReference<CLHEP::HepLorentzVector*>::Destroy",5069371,g4run
"all;libG4processes.so;[;G4ScoreSplittingProcess::Verbose",1426647597,g4run
"all;libG4processes.so;[;G4eBremsstrahlungRelModel::ComputeLPMfunctions",133652761,g4run
"all;libG4processes.so;[;G4LossTableManager::DeRegister",50152567,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetCerenkovMaxPhotonsPerStep",10629076,g4run
"all;libG4processes.so;[;memset@plt",12640945,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::printTable",103335408,g4run
"all;libG4processes.so;[;0x0000000000936c12",139457957,g4run
"all;libG4processes.so;[;__tcf_0",112453196,g4run
"all;libG4processes.so;[;G4EmBiasingManager::G4EmBiasingManager",4187469,g4run
"all;libG4processes.so;[;G4PAIxSection::GetMMEnergyTransfer",13116080,g4run
"all;libG4processes.so;[;__tcf_1",134514480,g4run
"all;libG4processes.so;[;G4StatMFParameters::DBetaDT",14203044,g4run
"all;libG4processes.so;[;G4VEmProcess::~G4VEmProcess",860666,g4run
"all;libG4processes.so;[;G4LorentzConvertor::toTheTargetRestFrame",25907687,g4run
"all;libG4processes.so;[;G4CrossSectionFactoryRegistry::Register",77433301,g4run
"all;libG4processes.so;[;G4VCrossSectionRatio::~G4VCrossSectionRatio",863299,g4run
"all;libG4processes.so;[;G4GammaNuclearXS::IsoCrossSection",1655822,g4run
"all;libG4processes.so;[;G4StatMFMacroMultiNucleon::CalcEnergy",2539681,g4run
"all;libG4processes.so;[;0x000000000037f1d0",138728184,g4run
"all;libG4processes.so;[;__cxa_begin_catch@plt",21640916,g4run
"all;libG4processes.so;[;G4ScoreSplittingProcess::AlongStepDoIt",1359910850,g4run
"all;libG4processes.so;[;0x000000000083fefe",2544589,g4run
"all;libG4processes.so;[;0x000000000092d20a",1694911,g4run
"all;libG4processes.so;[;std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt",17444397,g4run
"all;libG4processes.so;[;0x00000000009f88fe",1579018,g4run
"all;libG4processes.so;[;0x00000000008394eb",6455275,g4run
"all;libG4processes.so;[;G4NuclearFermiDensity::~G4NuclearFermiDensity",8247873,g4run
"all;libG4processes.so;[;G4ElasticHNScattering::GaussianPt@plt",119939206,g4run
"all;libG4processes.so;[;std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_realloc_insert<G4KineticTrack* const&>",862863,g4run
"all;libG4processes.so;[;std::vector<std::map<int, G4VEMDataSet*, std::less<int>, std::allocator<std::pair<int const, G4VEMDataSet*> > >, std::allocator<std::map<int, G4VEMDataSet*, std::less<int>, std::allocator<std::pair<int const, G4VEMDataSet*> > > > >::~vector@plt",3452249,g4run
"all;libG4processes.so;[;G4CrossSectionFactory<G4ChipsPionPlusElasticXS, 0>::Instantiate",23765228,g4run
"all;libG4processes.so;[;G4TransparentRegXTRadiator::GetStackFactor",53432749,g4run
"all;libG4processes.so;[;G4ChipsProtonElasticXS::GetExchangeT",87840805,g4run
"all;libG4processes.so;[;G4OpticalParameters::GetScintFiniteRiseTime",10777621,g4run
"all;libG4processes.so;[;G4StatMFMacroCanonical::ChooseZ",5025027,g4run
"all;libG4processes.so;[;0x00000000008b9c37",24963011,g4run
"all;libG4processes.so;[;std::_Deque_base<G4INCL::NNToNNEtaChannel*, std::allocator<G4INCL::NNToNNEtaChannel*> >::_M_initialize_map@plt",27372402,g4run
"all;libG4processes.so;[;G4CascadeColliderBase::inelasticInteractionPossible",65915903,g4run
"all;libG4processes.so;[;G4InitXscPAI::IntegralPAIxSection",121973585,g4run
"all;libG4processes.so;[;G4HadronicDeveloperParameters::Get",1691627,g4run
"all;libG4processes.so;[;G4ITReactionPerTrack::RemoveThisReaction@plt",6638431,g4run
"all;libG4processes.so;[;G4SBBremTable::BuildSamplingTables@plt",12419114,g4run
"all;libG4processes.so;[;G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom",28038036,g4run
"all;libG4processes.so;[;G4CascadeDeexciteBase::G4CascadeDeexciteBase",572338673,g4run
"all;libG4processes.so;[;G4ChipsPionMinusElasticXS::G4ChipsPionMinusElasticXS@plt",2522053,g4run
"all;libG4processes.so;[;G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton",4642323897,g4run
"all;libG4processes.so;[;0x000000000037cf50",424278082,g4run
"all;libG4processes.so;[;G4VEmProcess::GetMeanFreePath",2550739,g4run
"all;libG4processes.so;[;G4NucleiProperties::GetBindingEnergy@plt",7403127,g4run
"all;libG4processes.so;[;G4TransitionRadiation::AngleIntegralDistribution",17498146,g4run
"all;libG4processes.so;[;0x000000000037bb60",10867920,g4run
"all;libG4processes.so;[;G4EquilibriumEvaporator::G4EquilibriumEvaporator",4997593,g4run
"all;libG4processes.so;[;0x0000000000380f80",289400019,g4run
"all;libG4processes.so;[;G4DiffractiveSplitableHadron::G4DiffractiveSplitableHadron",818232,g4run
"all;libG4processes.so;[;G4GoudsmitSaundersonMscModel::GetTransportMeanFreePathOnly",18379382,g4run
"all;libG4processes.so;[;G4PenelopeOscillatorManager::GetOscillatorManager@plt",41692463,g4run
"all;libG4processes.so;[;G4RKPropagation::Transport",5845296,g4run
"all;libG4processes.so;[;std::vector<G4Fragment, std::allocator<G4Fragment> >::_M_realloc_insert<G4Fragment const&>",25891931,g4run
"all;libG4processes.so;[;G4SBBremTable::LinSearch",329389903,g4run
"all;libG4processes.so;[;G4LossTableManager::Register",869638459,g4run
"all;libG4processes.so;[;0x00000000008b6cc6",5803627,g4run
"all;libG4processes.so;[;G4MuNeutrinoNucleusProcess::PostStepDoIt",2501748,g4run
"all;libG4processes.so;[;G4Reggeons::Chi_reggeon",5154423,g4run
"all;libG4processes.so;[;0x000000000083918f",12539936,g4run
"all;libG4processes.so;[;G4Solver<G4StatMFMacroMultiplicity>::Brent",3357093,g4run
"all;libG4processes.so;[;G4ChipsPionPlusInelasticXS::CalculateCrossSection",13607945,g4run
"all;libG4processes.so;[;G4SPBaryon::G4SPBaryon@plt",7379934,g4run
"all;libG4processes.so;[;G4Cache<CLHEP::HepLorentzVector*>::~G4Cache",2578445,g4run
"all;libG4processes.so;[;G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::printXsec",479302294,g4run
"all;libG4processes.so;[;G4DiffuseElasticV2::CalculateNuclearRad",862724,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetXSFactorEM",821034,g4run
"all;libG4processes.so;[;G4ComponentBarNucleonNucleusXsc::GetElasticIsotopeCrossSection",70107801,g4run
"all;libG4processes.so;[;G4INCL::CrossSections::NDeltaToNLK@plt",10877400,g4run
"all;libG4processes.so;[;G4NuclNuclDiffuseElastic::AmplitudeGla",10946363,g4run
"all;libG4processes.so;[;G4FTFModel::StoreInvolvedNucleon",853164,g4run
"all;libG4processes.so;[;0x0000000000add1bc",857123,g4run
"all;libG4processes.so;[;G4StatMFChannel::FragmentsMomenta",26638359,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<double, std::allocator<double> >*>, std::_Select1st<std::pair<G4String const, std::vector<double, std::allocator<double> >*> >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<double, std::allocator<double> >*> > >::_M_get_insert_hint_unique_pos@plt",52282795,g4run
"all;libG4processes.so;[;G4LossTableBuilder::GetFlag",383552335,g4run
"all;libG4processes.so;[;G4CollisionOutput::getTotalCharge",26990752,g4run
"all;libG4processes.so;[;G4ChipsPionPlusInelasticXS::CrossSectionDescription",3248645,g4run
"all;libG4processes.so;[;0x000000000037d570",49921801,g4run
"all;libG4processes.so;[;G4CascadeCheckBalance::collide",364919621,g4run
"all;libG4processes.so;[;G4Abla::DeexcitationAblaxx",816319,g4run
"all;libG4processes.so;[;G4CascadeInterface::makeDynamicParticle",103668960,g4run
"all;libG4processes.so;[;G4CascadeFinalStateGenerator::G4CascadeFinalStateGenerator@plt",3361585,g4run
"all;libG4processes.so;[;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",21692330,g4run
"all;libG4processes.so;[;0x0000000000a31fb6",5009057,g4run
"all;libG4processes.so;[;G4CascadeRecoilMaker::G4CascadeRecoilMaker",247494660,g4run
"all;libG4processes.so;[;0x0000000000936c1a",138262213,g4run
"all;libG4processes.so;[;0x0000000000a31fb8",1652177,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetAngleVector",28256147,g4run
"all;libG4processes.so;[;0x0000000000a31fb9",4185579,g4run
"all;libG4processes.so;[;G4CascadeFinalStateAlgorithm::GenerateTwoBody",25583836,g4run
"all;libG4processes.so;[;0x00000000008b925a",75867269,g4run
"all;libG4processes.so;[;G4SBBremTable::LoadSTGrid",1867701461,g4run
"all;libG4processes.so;[;G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron",1620822,g4run
"all;libG4processes.so;[;G4NeutronElectronElXsc::~G4NeutronElectronElXsc",5924177,g4run
"all;libG4processes.so;[;G4CrossSectionDataStore::BuildPhysicsTable",11065369,g4run
"all;libG4processes.so;[;G4DNAMesh::GetBoundingBox@plt",33596751,g4run
"all;libG4processes.so;[;0x000000000037dc80",82414057,g4run
"all;libG4processes.so;[;0x00000000008b925f",94069480,g4run
"all;libG4processes.so;[;G4PAIxSection::GetCerenkovEnergyTransfer",16517932,g4run
"all;libG4processes.so;[;G4NucleiModel::initializeCascad",1715763,g4run
"all;libG4processes.so;[;G4CascadeCheckBalance::strangeOkay",11589021,g4run
"all;libG4processes.so;[;0x0000000000f67ef6",46118548,g4run
"all;libG4processes.so;[;G4CrossSectionDataSetRegistry::Clean",1769514719,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetGasLinearPhotoAbs",4090604,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getMultiplicity",26388785,g4run
"all;libG4processes.so;[;G4WentzelOKandVIxSection::ComputeSecondTransportMoment@plt",1680715,g4run
"all;libG4processes.so;[;0x000000000094adcb",850449,g4run
"all;libG4processes.so;[;G4PairProductionRelModel::G4PairProductionRelModel",350677427,g4run
"all;libG4processes.so;[;G4NucleiModel::reset",184557036,g4run
"all;libG4processes.so;[;G4ChipsPionPlusElasticXS::GetChipsCrossSection",72887108,g4run
"all;libG4processes.so;[;G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength",89554429,g4run
"all;libG4processes.so;[;G4CascadeCoalescence::FindClusters",148942379,g4run
"all;libG4processes.so;[;G4TypeMutex<G4Cache<G4ParticleHPAngular::toBeCached> >@plt",854781,g4run
"all;libG4processes.so;[;G4INCL::NKbElasticChannel::~NKbElasticChannel@plt",1685285,g4run
"all;libG4processes.so;[;G4LENDCrossSection::DumpLENDTargetInfo@plt",100044417,g4run
"all;libG4processes.so;[;0x0000000000f08353",858839,g4run
"all;libG4processes.so;[;0x0000000000857569",1723145,g4run
"all;libG4processes.so;[;0x000000000037e880",10032187,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::getMultiplicity",22885842,g4run
"all;libG4processes.so;[;G4CollisionOutput::getTotalOutputMomentum",27243709,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity",78620009,g4run
"all;libG4processes.so;[;G4IntraNucleiCascader::preloadCascade",402611810,g4run
"all;libG4processes.so;[;G4RKPropagation::FieldTransport",458599618,g4run
"all;libG4processes.so;[;G4ComponentBarNucleonNucleusXsc::GetInelasticIsotopeCrossSection",1059876827,g4run
"all;libG4processes.so;[;G4UrbanMscModel::ComputeTrueStepLength",4252541,g4run
"all;libG4processes.so;[;G4LivermorePhotoElectricModel::ReadData",88409299,g4run
"all;libG4processes.so;[;G4Abla::idint@plt",3402155,g4run
"all;libG4processes.so;[;G4EmParameters::MscGeomFactor@plt",776470,g4run
"all;libG4processes.so;[;G4ElectroVDNuclearModel::CalculateEMVertex@plt",801820,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::GetComptonPerAtom",10757353,g4run
"all;libG4processes.so;[;0x00000000008b6ccc",9871707,g4run
"all;libG4processes.so;[;G4ChipsAntiBaryonElasticXS::G4ChipsAntiBaryonElasticXS@plt",16799716,g4run
"all;libG4processes.so;[;G4PolarizedIonisationModel::SampleSecondaries",125595635,g4run
"all;libG4processes.so;[;G4VXTRenergyLoss::IsApplicable",859849,g4run
"all;libG4processes.so;[;free@plt",228746616,g4run
"all;libG4processes.so;[;0x000000000083484d",3313694,g4run
"all;libG4processes.so;[;G4HadronicParameters::SetEnergyThresholdForHeavyHadrons",11519777,g4run
"all;libG4processes.so;[;0x0000000000a51697",862165,g4run
"all;libG4processes.so;[;0x00000000006ce62c",4949905,g4run
"all;libG4processes.so;[;G4ChipsKaonMinusElasticXS::CalculateCrossSection",8216593,g4run
"all;libG4processes.so;[;G4FissionFragmentGenerator::G4SetIncidentEnergy",850975,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::SetupForMaterial",28272345,g4run
"all;libG4processes.so;[;G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection",127573309,g4run
"all;libG4processes.so;[;G4DNABoundingBox::contains@plt",862691,g4run
"all;libG4processes.so;[;0x00000000008b6f8c",1655711,g4run
"all;libG4processes.so;[;0x00000000006ce62f",6561273,g4run
"all;libG4processes.so;[;G4INCL::NNOmegaToMultiPionsChannel::nn_pnPipPimPim@plt",817154,g4run
"all;libG4processes.so;[;G4ProtonField::G4ProtonField",152507051,g4run
"all;libG4processes.so;[;G4AngularDistribution::DifferentialCrossSection",845592,g4run
"all;libG4processes.so;[;G4VPhysicalVolume::GetTranslation@plt",28296597,g4run
"all;libG4processes.so;[;G4MuonMinusAtomicCapture::ProcessDescription",1675207,g4run
"all;libG4processes.so;[;G4CrossSectionFactoryRegistry::G4CrossSectionFactoryRegistry",7531879,g4run
"all;libG4processes.so;[;G4GoudsmitSaundersonMscModel::ComputeGeomPathLength",3301399,g4run
"all;libG4processes.so;[;G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt",92547883,g4run
"all;libG4processes.so;[;G4ComponentBarNucleonNucleusXsc::GetElasticElementCrossSection",322943649,g4run
"all;libG4processes.so;[;G4ParallelWorldProcessStore::SetParallelWorld",5919151265,g4run
"all;libG4processes.so;[;0x000000000037f880",801801,g4run
"all;libG4processes.so;[;G4HadPhaseSpaceGenbod::GenerateMultiBody",2504775,g4run
"all;libG4processes.so;[;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print",1704287,g4run
"all;libG4processes.so;[;G4StatMFFragment::GetInvLevelDensity",2543885,g4run
"all;libG4processes.so;[;G4CrossSectionDataStore::G4CrossSectionDataStore",7311468172,g4run
"all;libG4processes.so;[;G4BigBanger::generateMomentumModules",1660852,g4run
"all;libG4processes.so;[;ptwX_setData@plt",4148229,g4run
"all;libG4processes.so;[;G4He3GEMProbability::~G4He3GEMProbability@plt",17043867,g4run
"all;libG4processes.so;[;0x00000000008e52b7",798473,g4run
"all;libG4processes.so;[;G4ChipsProtonElasticXS::G4ChipsProtonElasticXS",36781035,g4run
"all;libG4processes.so;[;G4CollisionOutput::tuneSelectedPair",2521269,g4run
"all;libG4processes.so;[;G4ChipsPionPlusInelasticXS::GetIsoCrossSection",20240771,g4run
"all;libG4processes.so;[;G4RKFieldIntegrator::~G4RKFieldIntegrator",12545716,g4run
"all;libG4processes.so;[;G4PionMinusField::~G4PionMinusField@plt",1199831274,g4run
"all;libG4processes.so;[;G4LossTableManager::DeRegister@plt",791487,g4run
"all;libG4processes.so;[;G4FastSimulationManager::InvokePostStepDoIt@plt",844742,g4run
"all;libG4processes.so;[;0x00000000009d3334",1616867,g4run
"all;libG4processes.so;[;0x0000000000857a8d",863021,g4run
"all;libG4processes.so;[;0x0000000000a02e0c",10801758,g4run
"all;libG4processes.so;[;G4eBremsstrahlungRelModel::GetLPMFunctions",28384348,g4run
"all;libG4processes.so;[;G4VEmProcess::ComputeIntegralLambda",1883006759,g4run
"all;libG4processes.so;[;G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS",125002910,g4run
"all;libG4processes.so;[;G4Region::SetFastSimulationManager@plt",508489645,g4run
"all;libG4processes.so;[;0x0000000000a02e0f",1651420,g4run
"all;libG4processes.so;[;0x00000000009d3338",3396744,g4run
"all;libG4processes.so;[;G4MuonicAtomDecay::DumpState",5001524,g4run
"all;libG4processes.so;[;G4INCL::NKToNKChannel::NKToNKChannel@plt",5828717,g4run
"all;libG4processes.so;[;0x000000000037b260",24160616,g4run
"all;libG4processes.so;[;G4OpticalParameters::Instance@plt",11787113,g4run
"all;libG4processes.so;[;0x0000000000f67efd",86969390,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::SetupKinematic",521923092,g4run
"all;libG4processes.so;[;0x000000000083ee2f",858756,g4run
"all;libG4processes.so;[;0x000000000037ff50",36651644,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4INCL::AvatarType, std::pair<G4INCL::AvatarType const, int>, std::_Select1st<std::pair<G4INCL::AvatarType const, int> >, std::less<G4INCL::AvatarType>, std::allocator<std::pair<G4INCL::AvatarType const, int> > >::_M_get_insert_hint_unique_pos@plt",863043,g4run
"all;libG4processes.so;[;G4ShellData::LoadData@plt",1643348,g4run
"all;libG4processes.so;[;0x000000000083d212",8325907,g4run
"all;libG4processes.so;[;G4AutoDelete::Register<G4TwoBodyAngularDist>@plt",15026358,g4run
"all;libG4processes.so;[;0x000000000083d213",20087573,g4run
"all;libG4processes.so;[;std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt",48400673,g4run
"all;libG4processes.so;[;G4ScoreSplittingProcess::AtRestDoIt",80574061,g4run
"all;libG4processes.so;[;G4LightTargetCollider::collide",1451501328,g4run
"all;libG4processes.so;[;0x000000000037bc80",141907137,g4run
"all;libG4processes.so;[;G4CollisionOutput::addOutgoingParticles",838812,g4run
"all;libG4processes.so;[;G4CascadeParameters::G4CascadeParameters",5707681,g4run
"all;libG4processes.so;[;G4CascadeNPChannel::~G4CascadeNPChannel",80938916,g4run
"all;libG4processes.so;[;G4SBBremTable::~G4SBBremTable",114090702,g4run
"all;libG4processes.so;[;0x0000000000e4d0d4",855614,g4run
"all;libG4processes.so;[;G4N12GEMChannel::~G4N12GEMChannel",1644711,g4run
"all;libG4processes.so;[;0x000000000083d217",10116372,g4run
"all;libG4processes.so;[;G4Clebsch::Wigner9J",2496546,g4run
"all;libG4processes.so;[;G4IntraNucleiCascader::copyWoundedNucleus",569554080,g4run
"all;libG4processes.so;[;G4VITProcess::~G4VITProcess@plt",822100,g4run
"all;libG4processes.so;[;G4Bessel::I0",858197,g4run
"all;libG4processes.so;[;G4MuonMinusBoundDecay::ApplyYourself",11660388,g4run
"all;libG4processes.so;[;0x0000000000834925",23115113,g4run
"all;libG4processes.so;[;G4Bessel::I1",1669255,g4run
"all;libG4processes.so;[;G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt",67440523,g4run
"all;libG4processes.so;[;0x0000000000e4d0d9",855899,g4run
"all;libG4processes.so;[;G4LossTableBuilder::BuildDEDXTable",1366042160,g4run
"all;libG4processes.so;[;G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini",4895739,g4run
"all;libG4processes.so;[;G4CrossSectionDataStore::SampleZandA",10147706,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getMultiplicity",464344951,g4run
"all;libG4processes.so;[;G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection",427669217,g4run
"all;libG4processes.so;[;G4ChipsPionMinusInelasticXS::CrossSectionLog",863183,g4run
"all;libG4processes.so;[;G4Clebsch::WignerLittleD",5711128,g4run
"all;libG4processes.so;[;G4InuclNuclei::clear",18192721,g4run
"all;libG4processes.so;[;0x0000000000380a40",42300303,g4run
"all;libG4processes.so;[;G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity",191915655,g4run
"all;libG4processes.so;[;G4FTFModel::AdjustNucleonsAlgorithm_beforeSampling",2534931,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::GetTransitionRandom",69761188,g4run
"all;libG4processes.so;[;G4IonsShenCrossSection::calEcmValue",49093933,g4run
"all;libG4processes.so;[;0x00000000008b6d55",1716621,g4run
"all;libG4processes.so;[;0x0000000000a5169e",4145793,g4run
"all;libG4processes.so;[;G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator",5796968,g4run
"all;libG4processes.so;[;G4CrossSectionSourcePtr::operator()@plt",223336024,g4run
"all;libG4processes.so;[;0x0000000000e4d088",794856,g4run
"all;libG4processes.so;[;std::__pop_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >@plt",14764444,g4run
"all;libG4processes.so;[;0x00000000008b6d17",5848221,g4run
"all;libG4processes.so;[;0x0000000000a1190f",7464650,g4run
"all;libG4processes.so;[;G4VhElectronicStoppingPower::~G4VhElectronicStoppingPower@plt",5856149,g4run
"all;libG4processes.so;[;G4CascadeInterpolator<30>::printBins@plt",253995800,g4run
"all;libG4processes.so;[;G4RKFieldIntegrator::GetPionPotential",829503,g4run
"all;libG4processes.so;[;G4CrossSectionDataSetRegistry::DeRegister@plt",34956696,g4run
"all;libG4processes.so;[;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::~vector",80005965,g4run
"all;libG4processes.so;[;G4SingleDiffractiveExcitation::ExciteParticipants",1693957,g4run
"all;libG4processes.so;[;G4Cache<G4LossTableManager*>::~G4Cache@plt",4168639,g4run
"all;libG4processes.so;[;G4Cache<G4LossTableManager*>::~G4Cache",127035498,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::FindDirectoryPath",157140022,g4run
"all;libG4processes.so;[;G4GEMProbability::~G4GEMProbability@plt",7545597,g4run
"all;libG4processes.so;[;G4ScoreSplittingProcess::StartTracking",366383060,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::GetScatteringAngle",150004948,g4run
"all;libG4processes.so;[;G4BinaryCascade::UpdateTracksAndCollisions",3365230,g4run
"all;libG4processes.so;[;0x0000000000833dba",36284623,g4run
"all;libG4processes.so;[;0x000000000037e9b0",4194153,g4run
"all;libG4processes.so;[;G4Absorber::WillBeAbsorbed",851518,g4run
"all;libG4processes.so;[;G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation",3274894,g4run
"all;libG4processes.so;[;G4eBremsstrahlungRelModel::ComputeScreeningFunctions",4185016,g4run
"all;libG4processes.so;[;0x00000000009d333d",5851962,g4run
"all;libG4processes.so;[;G4Radioactivation::CalculateChainsFromParent",5984232,g4run
"all;libG4processes.so;[;G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2",83133458,g4run
"all;libG4processes.so;[;G4PairProductionRelModel::ComputeLPMfunctions",1996812303,g4run
"all;libG4processes.so;[;0x000000000083fd17",1670683,g4run
"all;libG4processes.so;[;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData",3329203,g4run
"all;libG4processes.so;[;std::vector<G4Fragment, std::allocator<G4Fragment> >::operator=",39782198,g4run
"all;libG4processes.so;[;std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append",82790236,g4run
"all;libG4processes.so;[;G4PhysicsTableHelper::PreparePhysicsTable@plt",1730780025,g4run
"all;libG4processes.so;[;G4PairProductionRelModel::ComputeCrossSectionPerAtom",342189040,g4run
"all;libG4processes.so;[;std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt",94324068,g4run
"all;libG4processes.so;[;G4ScreeningMottCrossSection::FormFactor2UniformHelm",103977094,g4run
"all;libG4processes.so;[;G4HadPhaseSpaceGenbod::Initialize",45941868,g4run
"all;libG4processes.so;[;G4SeltzerBergerModel::SampleEnergyTransfer",26771455,g4run
"all;libG4processes.so;[;G4CascadeChannelTables::G4CascadeChannelTables",3325108,g4run
"all;libG4processes.so;[;0x000000000083d21c",14563449,g4run
"all;libG4processes.so;[;G4LivermoreBremsstrahlungModel::InitialiseForElement",183439828,g4run
"all;libG4processes.so;[;G4FissionProductYieldDist::SampleNeutronEnergies@plt",806405,g4run
"all;libG4processes.so;[;0x000000000083f524",5889552,g4run
"all;libG4processes.so;[;0x000000000083492a",15747496,g4run
"all;libG4processes.so;[;G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy",63572567,g4run
"all;libG4processes.so;[;0x000000000083f526",3365836,g4run
"all;libG4processes.so;[;G4LossTableManager::BuildPhysicsTable",104633967,g4run
"all;libG4processes.so;[;0x0000000000a028af",841369,g4run
"all;libG4processes.so;[;G4Analyser::try_watchers@plt",4217784,g4run
"all;libG4processes.so;[;0x000000000083f528",1676577,g4run
"all;libG4processes.so;[;G4VEnergyLossProcess::BuildLambdaTable@plt",1691510,g4run
"all;libG4processes.so;[;G4eBremParametrizedModel::ComputeDXSectionPerAtom@plt",172661608,g4run
